,,Title,,Year,Rating,,,Available On,,
37,,Valerian and the City of a Thousand Planets,,2017,13+,6.5/10,70/100,Rent or Buy,,Want To SeeSeen
38,,Sing,,2016,7+,7.1/10,74/100,Rent or Buy,,Want To SeeSeen
39,,The Artist,,2011,13+,7.9/10,77/100,+ Rent or Buy,,Want To SeeSeen
40,,The Descent,,2006,18+,7.2/10,75/100,+ Rent or Buy,,Want To SeeSeen
41,,I'm Your Woman,,2020,18+,6.2/10,62/100,,,Want To SeeSeen
42,,Apostle,,2018,18+,6.3/10,65/100,,,Want To SeeSeen
43,,Hunter Killer,,2018,18+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
44,,Despicable Me 2,,2013,7+,7.3/10,77/100,+ Rent or Buy,,Want To SeeSeen
45,,The Night Clerk,,2020,18+,5.5/10,60/100,+ Rent or Buy,,Want To SeeSeen
46,,Sex Tape,,2014,18+,5.1/10,62/100,Rent or Buy,,Want To SeeSeen
47,,Popstar: Never Stop Never Stopping,,2016,18+,6.7/10,69/100,+ Rent or Buy,,Want To SeeSeen
48,,Safe House,,2012,18+,6.7/10,72/100,+ Rent or Buy,,Want To SeeSeen
49,,Rambo,,2008,18+,7.0/10,72/100,+ Rent or Buy,,Want To SeeSeen
0,,Life Like,,2019,18+,5.4/10,57/100,+ Rent or Buy,,Want To SeeSeen
1,,One Day,,2011,13+,7.0/10,72/100,+ Rent or Buy,,Want To SeeSeen
2,,Paterson,,2016,18+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
3,,Couples Retreat,,2009,13+,5.5/10,66/100,+ Rent or Buy,,Want To SeeSeen
4,,The Angel,,2018,18+,6.6/10,73/100,,,Want To SeeSeen
5,,The Ghost Writer,,2010,13+,7.2/10,73/100,+ Rent or Buy,,Want To SeeSeen
6,,Lincoln,,2012,13+,7.3/10,75/100,+ Rent or Buy,,Want To SeeSeen
7,,The Drop,,2014,18+,7.1/10,69/100,Rent or Buy,,Want To SeeSeen
8,,The A-Team,,2010,13+,6.7/10,73/100,+ Rent or Buy,,Want To SeeSeen
9,,American Made,,2017,18+,7.2/10,73/100,+ Rent or Buy,,Want To SeeSeen
10,,9,,2009,13+,7.1/10,71/100,+ Rent or Buy,,Want To SeeSeen
11,,Batman Begins,,2005,13+,8.2/10,84/100,+ Rent or Buy,,Want To SeeSeen
12,,Driveways,,2020,N/A,7.4/10,63/100,+ Rent or Buy,,Want To SeeSeen
13,,The House,,2017,18+,5.6/10,63/100,+ Rent or Buy,,Want To SeeSeen
14,,Lone Survivor,,2013,18+,7.5/10,75/100,+ Rent or Buy,,Want To SeeSeen
15,,The Last Black Man in San Francisco,,2019,18+,7.3/10,66/100,+ Rent or Buy,,Want To SeeSeen
16,,Swiss Army Man,,2016,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
17,,Insidious: Chapter 2,,2013,13+,6.6/10,69/100,Rent or Buy,,Want To SeeSeen
18,,Straight Outta Compton,,2015,18+,7.8/10,75/100,+ Rent or Buy,,Want To SeeSeen
19,,Silence,,2016,18+,7.2/10,71/100,Rent or Buy,,Want To SeeSeen
20,,Marauders,,2016,18+,5.5/10,63/100,+ Rent or Buy,,Want To SeeSeen
21,,Creep 2,,2017,18+,6.5/10,63/100,+ Rent or Buy,,Want To SeeSeen
22,,Rising Phoenix,,2020,13+,8.1/10,64/100,,,Want To SeeSeen
23,,Spell,,2020,18+,5.5/10,54/100,Rent or Buy,,Want To SeeSeen
24,,Alpha,,2018,13+,6.7/10,67/100,+ Rent or Buy,,Want To SeeSeen
25,,Billie Eilish: The World's a Little Blurry,,2021,18+,7.8/10,66/100,,,Want To SeeSeen
26,,The Man Who Sold His Skin,,2020,N/A,7.0/10,67/100,+ Rent or Buy,,Want To SeeSeen
27,,The Soul,,2021,16+,6.7/10,58/100,,,Want To SeeSeen
28,,Mortal,,2020,18+,5.9/10,62/100,+ Rent or Buy,,Want To SeeSeen
29,,Midnight Special,,2016,13+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
30,,Tucker and Dale vs. Evil,,2010,18+,7.5/10,75/100,monswarr+ Rent or Buy,,Want To SeeSeen
31,,The Endless Trench,,2019,N/A,7.2/10,78/100,,,Want To SeeSeen
32,,Drag Me to Hell,,2009,13+,6.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
33,,WeWork: or The Making and Breaking of a $47 Billion Unicorn,,2021,13+,6.6/10,60/100,,,Want To SeeSeen
34,,The Giver,,2014,13+,6.5/10,71/100,+ Rent or Buy,,Want To SeeSeen
35,,The Pursuit of Happyness,,2006,13+,8.0/10,80/100,+ Rent or Buy,,Want To SeeSeen
36,,Sound of Violence,,2021,N/A,5.2/10,44/100,Rent or Buy,,Want To SeeSeen
37,,Monster Trucks,,2016,7+,5.7/10,63/100,+ Rent or Buy,,Want To SeeSeen
38,,13 Hours: The Secret Soldiers of Benghazi,,2016,18+,7.3/10,72/100,Rent or Buy,,Want To SeeSeen
39,,Percy Jackson: Sea of Monsters,,2013,7+,5.8/10,67/100,+ Rent or Buy,,Want To SeeSeen
40,,Vanguard,,2020,13+,4.7/10,56/100,Rent or Buy,,Want To SeeSeen
41,,Point Blank,,2019,18+,5.7/10,56/100,,,Want To SeeSeen
42,,Caught by a Wave,,2021,N/A,5.7/10,54/100,,,Want To SeeSeen
43,,The Twilight Saga: Breaking Dawn - Part 1,,2011,13+,4.9/10,65/100,+ Rent or Buy,,Want To SeeSeen
44,,Bigfoot Family,,2020,all,5.7/10,56/100,,,Want To SeeSeen
45,,The Ash Lad: In the Hall of the Mountain King,,2017,N/A,6.2/10,58/100,+ Rent or Buy,,Want To SeeSeen
46,,Dirty Grandpa,,2016,18+,5.9/10,66/100,+ Rent or Buy,,Want To SeeSeen
47,,Project Almanac,,2015,13+,6.4/10,68/100,+ Rent or Buy,,Want To SeeSeen
48,,Lawless,,2012,18+,7.3/10,75/100,+ Rent or Buy,,Want To SeeSeen
49,,Drive,,2011,18+,7.8/10,79/100,Rent or Buy,,Want To SeeSeen
0,,Power Rangers,,2017,13+,5.9/10,68/100,+ Rent or Buy,,Want To SeeSeen
1,,The Green Hornet,,2011,13+,5.8/10,67/100,+ Rent or Buy,,Want To SeeSeen
2,,Don Jon,,2013,18+,6.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
3,,Black Bear,,2020,18+,6.6/10,64/100,Rent or Buy,,Want To SeeSeen
4,,Mosul,,2019,N/A,8.0/10,67/100,+ Rent or Buy,,Want To SeeSeen
5,,Bo Burnham: Make Happy,,2016,18+,8.4/10,86/100,,,Want To SeeSeen
6,,The King's Choice,,2016,N/A,7.1/10,63/100,+ Rent or Buy,,Want To SeeSeen
7,,In Our Mothers' Gardens,,2021,N/A,8.8/10,52/100,,,Want To SeeSeen
8,,The Secret Garden,,2020,7+,5.5/10,59/100,+ Rent or Buy,,Want To SeeSeen
9,,The Incredibles,,2004,7+,8.0/10,82/100,+ Rent or Buy,,Want To SeeSeen
10,,Dying to Survive,,2018,N/A,7.9/10,80/100,+ Rent or Buy,,Want To SeeSeen
11,,LA 92,,2017,18+,8.2/10,66/100,+ Rent or Buy,,Want To SeeSeen
12,,Professor Marston and the Wonder Women,,2017,18+,7.1/10,67/100,+ Rent or Buy,,Want To SeeSeen
13,,MLK/FBI,,2020,7+,7.0/10,64/100,+ Rent or Buy,,Want To SeeSeen
14,,Xico's Journey,,2020,N/A,5.1/10,47/100,,,Want To SeeSeen
15,,What Men Want,,2019,18+,5.3/10,61/100,+ Rent or Buy,,Want To SeeSeen
16,,Cats,,2019,7+,2.8/10,53/100,+ Rent or Buy,,Want To SeeSeen
17,,Hot Girls Wanted,,2015,N/A,6.1/10,66/100,,,Want To SeeSeen
18,,You Should Have Left,,2020,18+,5.4/10,61/100,+ Rent or Buy,,Want To SeeSeen
19,,Alice in Wonderland,,2010,7+,6.4/10,73/100,+ Rent or Buy,,Want To SeeSeen
20,,Think Like a Dog,,2020,7+,5.2/10,54/100,+ Rent or Buy,,Want To SeeSeen
21,,Finding Nemo,,2003,all,8.1/10,83/100,+ Rent or Buy,,Want To SeeSeen
22,,The Void,,2016,18+,5.9/10,65/100,+ Rent or Buy,,Want To SeeSeen
23,,Tinker Tailor Soldier Spy,,2011,18+,7.1/10,72/100,+ Rent or Buy,,Want To SeeSeen
24,,Hard Kill,,2020,18+,3.3/10,51/100,+ Rent or Buy,,Want To SeeSeen
25,,"Batman: The Dark Knight Returns, Part 1",,2012,13+,8.0/10,72/100,+ Rent or Buy,,Want To SeeSeen
26,,I Used to Go Here,,2020,N/A,5.6/10,55/100,+ Rent or Buy,,Want To SeeSeen
27,,Berserk: The Golden Age Arc III - The Advent,,2013,18+,7.9/10,66/100,+ Rent or Buy,,Want To SeeSeen
28,,The Lovely Bones,,2009,13+,6.7/10,72/100,+ Rent or Buy,,Want To SeeSeen
29,,Lost Girls,,2020,18+,6.1/10,63/100,,,Want To SeeSeen
30,,Blue Valentine,,2010,18+,7.3/10,73/100,+ Rent or Buy,,Want To SeeSeen
31,,Hotel Coppelia,,2021,N/A,6.5/10,53/100,,,Want To SeeSeen
32,,Inside Llewyn Davis,,2013,18+,7.5/10,73/100,+ Rent or Buy,,Want To SeeSeen
33,,I Spit on Your Grave 2,,2013,18+,5.7/10,66/100,+ Rent or Buy,,Want To SeeSeen
34,,The Scorpion King: Book of Souls,,2018,13+,4.7/10,54/100,+ Rent or Buy,,Want To SeeSeen
35,,The Highwaymen,,2019,18+,6.9/10,71/100,,,Want To SeeSeen
36,,Derek DelGaudio's In & of Itself,,2020,13+,8.3/10,66/100,,,Want To SeeSeen
37,,Superman: Red Son,,2020,13+,6.4/10,63/100,+ Rent or Buy,,Want To SeeSeen
38,,47 Meters Down,,2017,13+,5.7/10,63/100,Rent or Buy,,Want To SeeSeen
