Title,Year,Rating,IMDB Score,Reelgood Rating Score,Available On,url_offset_value
The Gold Seekers,2017,16+,7.0/10,63/100,Rent or Buy,7050
Miss Potter,2006,7+,7.0/10,63/100,+ Rent or Buy,7050
The Room,2019,18+,6.0/10,63/100,+ Rent or Buy,7050
The Palm Beach Story,1942,N/A,7.5/10,63/100,Rent or Buy,7050
Our Kind of Traitor,2016,18+,6.2/10,63/100,+ Rent or Buy,7050
Magic Carpet Ride,2005,13+,7.4/10,63/100,+ Rent or Buy,7050
Space Pirate Captain Harlock,2013,13+,6.4/10,63/100,+ Rent or Buy,7050
Phenomenon,1996,7+,6.4/10,63/100,Rent or Buy,7050
Drive Angry,2011,18+,5.4/10,63/100,+ Rent or Buy,7050
Michael Collins,1996,18+,7.2/10,63/100,Rent or Buy,7050
The Arrival,1996,13+,6.2/10,63/100,+ Rent or Buy,7050
A Better Tomorrow,1986,18+,7.5/10,63/100,Rent or Buy,7050
In Her Shoes,2005,13+,6.4/10,63/100,Rent or Buy,7050
Blue Jay,2016,N/A,7.3/10,63/100,+ Rent or Buy,7050
Russian Ark,2002,N/A,7.4/10,63/100,+ Rent or Buy,7050
Jersey Boys,2014,18+,6.8/10,63/100,Rent or Buy,7050
Rose Marie,1936,N/A,6.8/10,63/100,Rent or Buy,7050
The Phenomenon,2020,N/A,7.5/10,63/100,Rent or Buy,7050
Riley's First Date?,2015,all,7.5/10,63/100,,7050
Inferno,1999,18+,5.2/10,63/100,Rent or Buy,7050
A Crude Awakening,2006,N/A,7.8/10,63/100,Rent or Buy,7050
Mommy Dead and Dearest,2017,18+,7.4/10,63/100,+ Rent or Buy,7050
Inkheart,2008,7+,6.1/10,63/100,+ Rent or Buy,7050
Mr. Mom,1983,7+,6.6/10,63/100,+ Rent or Buy,7050
Psycho II,1983,18+,6.5/10,63/100,+ Rent or Buy,7050
Veronica,2017,N/A,5.9/10,63/100,,7050
Ladder 49,2004,13+,6.5/10,63/100,Rent or Buy,7050
Woman Is the Future of Man,2004,N/A,6.4/10,63/100,,7100
Over the Top,1987,7+,5.8/10,63/100,+ Rent or Buy,7100
Hardball,2001,13+,6.4/10,63/100,+ Rent or Buy,7100
Tarzan's New York Adventure,1942,N/A,6.6/10,63/100,Rent or Buy,7100
Unacknowledged,2017,N/A,7.0/10,63/100,+ Rent or Buy,7100
The Great Lie,1941,N/A,7.2/10,63/100,Rent or Buy,7100
7 Days in Hell,2015,18+,7.1/10,63/100,+ Rent or Buy,7100
Anna,2013,18+,6.5/10,63/100,cont+ Rent or Buy,7100
Hereafter,2010,13+,6.4/10,63/100,Rent or Buy,7100
Franklyn,2008,18+,6.1/10,63/100,+ Rent or Buy,7100
Pariah,2011,18+,7.2/10,63/100,+ Rent or Buy,7100
Beneath the Planet of the Apes,1970,all,6.1/10,63/100,+ Rent or Buy,7100
Dillinger Is Dead,1969,N/A,7.0/10,63/100,,7100
Never Sleep Again: The Elm Street Legacy,2010,N/A,8.6/10,63/100,Rent or Buy,7100
The Last Kiss,2006,18+,6.4/10,63/100,+ Rent or Buy,7100
Scoop,2006,13+,6.6/10,63/100,Rent or Buy,7100
Magical Mystery Tour,1967,N/A,6.2/10,63/100,Rent or Buy,7100
Southern Comfort,1981,18+,7.2/10,63/100,+ Rent or Buy,7100
Reign of the Supermen,2019,13+,6.8/10,63/100,+ Rent or Buy,7100
True Crime,1999,18+,6.6/10,63/100,Rent or Buy,7100
SPL: Kill Zone,2005,18+,7.0/10,63/100,,7100
Cruising,1980,18+,6.5/10,63/100,+ Rent or Buy,7100
Teefa in Trouble,2018,13+,7.2/10,63/100,+ Rent or Buy,7100
A Dog's Way Home,2019,7+,6.7/10,63/100,Rent or Buy,7100
The Class,2008,13+,7.5/10,63/100,+ Rent or Buy,7100
Stolen Kisses,1968,18+,7.7/10,63/100,,7100
Buena Vista Social Club,1999,all,7.6/10,63/100,+ Rent or Buy,7100
The Pit and the Pendulum,1961,13+,7.1/10,63/100,+ Rent or Buy,7100
A Very Harold & Kumar Christmas,2011,18+,6.3/10,63/100,Rent or Buy,7100
V/H/S/2,2013,18+,6.0/10,63/100,mons+ Rent or Buy,7100
A Babysitter's Guide to Monster Hunting,2020,N/A,5.4/10,63/100,,7100
The Love Witch,2016,N/A,6.2/10,63/100,+ Rent or Buy,7100
Parched,2015,N/A,7.6/10,63/100,+ Rent or Buy,7100
Bobby Sands: 66 Days,2016,N/A,7.2/10,63/100,Rent or Buy,7100
Mardaani,2014,13+,7.3/10,63/100,+ Rent or Buy,7100
Down Periscope,1996,13+,6.2/10,63/100,Rent or Buy,7100
Harrison's Flowers,2000,18+,7.1/10,63/100,Rent or Buy,7100
Point Break,2015,13+,5.3/10,63/100,+ Rent or Buy,7100
Lake Placid,1999,18+,5.7/10,63/100,+ Rent or Buy,7100
Indie Game: The Movie,2012,N/A,7.6/10,63/100,Rent or Buy,7100
Little White Lies,2010,N/A,7.1/10,63/100,+ Rent or Buy,7100
Fired Up!,2009,13+,6.1/10,63/100,+ Rent or Buy,7100
Forks Over Knives,2011,7+,7.7/10,63/100,+ Rent or Buy,7100
Mortal,2020,18+,5.9/10,63/100,+ Rent or Buy,7100
Two Weeks in Another Town,1962,7+,6.5/10,63/100,Rent or Buy,7100
The Darkest Hour,2011,13+,4.9/10,63/100,+ Rent or Buy,7100
The Descent: Part 2,2009,18+,5.8/10,63/100,+ Rent or Buy,7100
Angry Indian Goddesses,2015,N/A,7.0/10,63/100,Rent or Buy,7100
The Santa Clause 2,2002,all,5.7/10,63/100,+ Rent or Buy,7100
White Mischief,1987,18+,6.3/10,63/100,Rent or Buy,7100
Ghosts of Girlfriends Past,2009,13+,5.8/10,63/100,+ Rent or Buy,7150
The Stepfather,1987,18+,6.8/10,63/100,+ Rent or Buy,7150
The Apartment,1996,18+,7.4/10,62/100,Rent or Buy,7150
Monster Trucks,2016,7+,5.7/10,62/100,Rent or Buy,7150
Don't Think Twice,2016,18+,6.7/10,62/100,+ Rent or Buy,7150
The Ground Truth,2006,18+,7.5/10,62/100,Rent or Buy,7150
Jay and Silent Bob Reboot,2019,18+,5.7/10,62/100,+ Rent or Buy,7150
The Boss,2016,18+,5.4/10,62/100,+ Rent or Buy,7150
Grease Live,2016,13+,7.3/10,62/100,+ Rent or Buy,7150
The Sitter,2011,18+,5.7/10,62/100,+ Rent or Buy,7150
Dreamcatcher,2015,18+,7.0/10,62/100,Rent or Buy,7150
The Savages,2007,18+,7.1/10,62/100,Rent or Buy,7150
Close,2019,18+,5.7/10,62/100,,7150
Unmade Beds,2009,N/A,6.6/10,62/100,Rent or Buy,7150
Murder in the First,1995,18+,7.3/10,62/100,Rent or Buy,7150
Devil in a Blue Dress,1995,18+,6.7/10,62/100,+ Rent or Buy,7150
Ain't in It for My Health: A Film About Levon Helm,2010,N/A,7.2/10,62/100,+ Rent or Buy,7150
The Company Men,2010,18+,6.7/10,62/100,+ Rent or Buy,7150
The War with Grandpa,2020,7+,5.6/10,62/100,Rent or Buy,7150
Bitter Victory,1957,N/A,6.7/10,62/100,Rent or Buy,7150
Pataakha,2018,N/A,7.2/10,62/100,,7150
Kin,2018,13+,5.8/10,62/100,+ Rent or Buy,7150
Coma,1978,7+,6.9/10,62/100,+ Rent or Buy,7150
Max Manus: Man of War,2008,N/A,7.3/10,62/100,+ Rent or Buy,7150
A Damsel in Distress,1937,7+,6.8/10,62/100,Rent or Buy,7150
Uptown Girls,2003,13+,6.2/10,62/100,+ Rent or Buy,7150
Devil's Knot,2013,N/A,6.1/10,62/100,+ Rent or Buy,7150
Alex Strangelove,2018,18+,6.3/10,62/100,,7150
The Gunfighter,1950,N/A,7.7/10,62/100,+ Rent or Buy,7150
Superman: Red Son,2020,13+,6.4/10,62/100,+ Rent or Buy,7150
After the Sunset,2004,13+,6.3/10,62/100,+ Rent or Buy,7150
Hide and Seek,2005,18+,6.0/10,62/100,+ Rent or Buy,7150
He Never Died,2015,18+,6.4/10,62/100,+ Rent or Buy,7150
Meeting Venus,1991,13+,6.6/10,62/100,Rent or Buy,7150
Black Sheep,2006,18+,5.8/10,62/100,+ Rent or Buy,7150
Godzilla vs. Hedorah,1971,all,6.1/10,62/100,+ Rent or Buy,7150
Chemical Hearts,2020,18+,6.3/10,62/100,,7150
Son of a Gun,2014,18+,6.4/10,62/100,+ Rent or Buy,7150
"Suddenly, Last Summer",1959,N/A,7.6/10,62/100,Rent or Buy,7150
Psych 2: Lassie Come Home,2020,7+,7.5/10,62/100,,7150
Into the Storm,2014,13+,5.8/10,62/100,Rent or Buy,7150
Pippi Longstocking,1969,all,7.0/10,62/100,Rent or Buy,7150
Paper Man,2009,18+,6.6/10,62/100,+ Rent or Buy,7150
Richard Pryor: Live in Concert,1979,18+,8.1/10,62/100,,7150
Ashes and Diamonds,1958,N/A,7.8/10,62/100,+ Rent or Buy,7150
Virus,2019,N/A,7.9/10,62/100,,7150
Monster,2021,18+,6.5/10,62/100,,7150
Pokémon: The Movie 2000,1999,all,6.1/10,62/100,+ Rent or Buy,7150
The Last Dragon,1985,13+,6.9/10,62/100,Rent or Buy,7150
The End of St. Petersburg,1927,N/A,7.3/10,62/100,Rent or Buy,7150
Personal Shopper,2016,18+,6.1/10,62/100,Rent or Buy,7200
Heartstone,2016,N/A,7.4/10,62/100,+ Rent or Buy,7200
Airborne,1993,7+,6.3/10,62/100,Rent or Buy,7200
Bitter Lake,2015,N/A,8.2/10,62/100,+ Rent or Buy,7200
Valley Girl,1983,18+,6.4/10,62/100,+ Rent or Buy,7200
Sleight,2016,18+,5.9/10,62/100,+ Rent or Buy,7200
The Second Best Exotic Marigold Hotel,2015,7+,6.6/10,62/100,Rent or Buy,7200
Come to Daddy,2020,18+,6.0/10,62/100,+ Rent or Buy,7200
Another 48 Hrs.,1990,18+,5.9/10,62/100,+ Rent or Buy,7200
The End of the Affair,1999,18+,7.1/10,62/100,+ Rent or Buy,7200
The In-Laws,1979,7+,7.3/10,62/100,+ Rent or Buy,7200
Play Misty for Me,1971,18+,7.0/10,62/100,Rent or Buy,7200
Disappearing Acts,2000,18+,6.3/10,62/100,Rent or Buy,7200
Them,2006,18+,6.4/10,62/100,+ Rent or Buy,7200
Spider,2002,18+,6.8/10,62/100,Rent or Buy,7200
Flanders,2006,N/A,6.5/10,62/100,,7200
Ta Ra Rum Pum,2007,all,5.6/10,62/100,+ Rent or Buy,7200
The Last House on the Left,1972,18+,6.0/10,62/100,+ Rent or Buy,7200
Starter for 10,2006,13+,6.7/10,62/100,+ Rent or Buy,7200
Birds of Passage,2018,N/A,7.5/10,62/100,+ Rent or Buy,7200
The Great Ziegfeld,1936,N/A,6.7/10,62/100,Rent or Buy,7200
The Night Eats the World,2018,16+,6.0/10,62/100,+ Rent or Buy,7200
General Idi Amin Dada,1974,N/A,7.4/10,62/100,+ Rent or Buy,7200
Holiday,1938,N/A,7.8/10,62/100,Rent or Buy,7200
The Knack... and How to Get It,1965,N/A,6.5/10,62/100,Rent or Buy,7200
The Brandon Teena Story,1998,N/A,7.0/10,62/100,+ Rent or Buy,7200
The Pervert's Guide to Cinema,2006,N/A,7.8/10,62/100,+ Rent or Buy,7200
Thunderbolt and Lightfoot,1974,18+,7.0/10,62/100,+ Rent or Buy,7200
Maggie Simpson in The Longest Daycare,2012,7+,7.3/10,62/100,,7200
6 Days,2017,18+,6.2/10,62/100,+ Rent or Buy,7200
Rio Grande,1950,N/A,7.1/10,62/100,+ Rent or Buy,7200
Mandela: Long Walk to Freedom,2013,13+,7.1/10,62/100,+ Rent or Buy,7200
Swimming Pool,2003,18+,6.7/10,62/100,Rent or Buy,7200
Lean on Pete,2018,18+,7.2/10,62/100,+ Rent or Buy,7200
Hearts Beat Loud,2018,13+,6.9/10,62/100,+ Rent or Buy,7200
Before I Disappear,2014,N/A,7.2/10,62/100,Rent or Buy,7200
Cadillac Records,2008,18+,7.0/10,62/100,+ Rent or Buy,7200
These Final Hours,2014,18+,6.7/10,62/100,+ Rent or Buy,7200
Frozen Fever,2015,all,6.9/10,62/100,Rent or Buy,7200
Battlestar Galactica,1978,7+,6.9/10,62/100,Rent or Buy,7200
House at the End of the Street,2012,13+,5.6/10,62/100,+ Rent or Buy,7200
Vita Activa : The Spirit of Hannah Arendt,2015,N/A,7.3/10,62/100,+ Rent or Buy,7200
Postcards from the Edge,1990,18+,6.7/10,62/100,+ Rent or Buy,7200
Lovelace,2013,18+,6.2/10,62/100,+ Rent or Buy,7200
The Darkest Minds,2018,13+,5.7/10,62/100,+ Rent or Buy,7200
The Trip,2011,N/A,7.0/10,62/100,+ Rent or Buy,7200
The Edukators,2004,18+,7.5/10,62/100,Rent or Buy,7200
One Piece Film: GOLD,2016,13+,7.3/10,62/100,Rent or Buy,7200
Free to Play,2014,N/A,7.8/10,62/100,,7200
Little Hope Was Arson,2013,N/A,6.6/10,62/100,Rent or Buy,7200
Wolf,1994,18+,6.2/10,62/100,+ Rent or Buy,7250
The Professionals,1966,13+,7.3/10,62/100,+ Rent or Buy,7250
Cinderella,1997,all,6.7/10,62/100,,7250
Lockout,2012,13+,6.1/10,62/100,+ Rent or Buy,7250
Butterfly on a Wheel,2007,18+,6.7/10,62/100,+ Rent or Buy,7250
G.I. Jane,1997,18+,6.0/10,62/100,Rent or Buy,7250
Hit & Run,2012,18+,6.1/10,62/100,+ Rent or Buy,7250
Declaration of War,2011,N/A,7.0/10,62/100,Rent or Buy,7250
The Party,2017,18+,6.6/10,62/100,+ Rent or Buy,7250
The Unthinkable,2018,N/A,6.1/10,62/100,Rent or Buy,7250
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",1975,N/A,7.8/10,62/100,+ Rent or Buy,7250
With Honors,1994,13+,6.7/10,62/100,Rent or Buy,7250
The Benchwarmers,2006,13+,5.5/10,62/100,+ Rent or Buy,7250
Alvin and the Chipmunks,2007,7+,5.2/10,62/100,Rent or Buy,7250
Lost in Space,1998,13+,5.2/10,62/100,+ Rent or Buy,7250
Buffy the Vampire Slayer,1992,13+,5.7/10,62/100,+ Rent or Buy,7250
Don't Say a Word,2001,18+,6.3/10,62/100,Rent or Buy,7250
A Werewolf Boy,2012,N/A,7.3/10,62/100,Rent or Buy,7250
Battle of Britain,1969,all,7.0/10,62/100,+ Rent or Buy,7250
I've Loved You So Long,2008,13+,7.6/10,62/100,+ Rent or Buy,7250
Take This Waltz,2011,18+,6.6/10,62/100,+ Rent or Buy,7250
Excision,2012,N/A,6.1/10,62/100,+ Rent or Buy,7250
Race to Witch Mountain,2009,7+,5.7/10,62/100,+ Rent or Buy,7250
Kinsey,2004,18+,7.1/10,62/100,Rent or Buy,7250
Kevin Hart's Guide to Black History,2019,7+,5.5/10,62/100,+ Rent or Buy,7250
White Oleander,2002,13+,7.1/10,62/100,+ Rent or Buy,7250
Welcome to Marwen,2018,13+,6.2/10,62/100,Rent or Buy,7250
Dead & Buried,1981,18+,6.6/10,62/100,full+ Rent or Buy,7250
Rendition,2007,18+,6.8/10,62/100,+ Rent or Buy,7250
What's in a Name,2012,7+,7.3/10,62/100,+ Rent or Buy,7250
Margaret,2011,18+,6.5/10,62/100,+ Rent or Buy,7250
Going Down in La-La Land,2011,N/A,6.2/10,62/100,+ Rent or Buy,7250
In Another Country,2012,N/A,6.4/10,62/100,+ Rent or Buy,7250
Meet the Fokkens,2011,N/A,6.6/10,62/100,+ Rent or Buy,7250
Multiplicity,1996,13+,6.1/10,62/100,+ Rent or Buy,7250
Afflicted,2014,18+,6.3/10,62/100,+ Rent or Buy,7250
Agent Sai Srinivasa Athreya,2019,N/A,8.4/10,62/100,+ Rent or Buy,7250
Maggie,2015,13+,5.6/10,62/100,+ Rent or Buy,7250
The Defiant Ones,1958,7+,7.6/10,62/100,Rent or Buy,7250
The Sunset Limited,2011,18+,7.4/10,62/100,+Rent or Buy,7250
Dear Frankie,2004,13+,7.7/10,62/100,+ Rent or Buy,7250
Meet John Doe,1941,N/A,7.6/10,62/100,secr+ Rent or Buy,7250
An Adventure in Space and Time,2013,7+,8.3/10,62/100,,7250
Irma la Douce,1963,N/A,7.4/10,62/100,+ Rent or Buy,7250
Asmaa,2011,N/A,8.2/10,62/100,,7250
Young & Beautiful,2013,N/A,6.7/10,62/100,Rent or Buy,7250
Becky,2020,18+,5.9/10,62/100,+ Rent or Buy,7250
Violent Saturday,1955,N/A,6.9/10,62/100,Rent or Buy,7250
Find Me Guilty,2006,18+,7.0/10,62/100,+ Rent or Buy,7250
American Boy: A Profile of Steven Prince,1978,N/A,7.3/10,62/100,,7250
Always,2011,N/A,7.8/10,62/100,,7300
Killer Klowns from Outer Space,1988,13+,6.2/10,62/100,+ Rent or Buy,7300
Pete's Dragon,1977,all,6.4/10,62/100,+ Rent or Buy,7300
Soaked in Bleach,2015,13+,7.4/10,62/100,docu+ Rent or Buy,7300
Sarah's Key,2010,13+,7.5/10,62/100,+ Rent or Buy,7300
Severance,2006,18+,6.5/10,62/100,mons+ Rent or Buy,7300
Escape from the Planet of the Apes,1971,all,6.3/10,62/100,+ Rent or Buy,7300
Resolution,2012,N/A,6.4/10,62/100,+ Rent or Buy,7300
Riki-Oh: The Story of Ricky,1991,18+,7.1/10,62/100,,7300
Luce,2019,18+,6.7/10,62/100,+ Rent or Buy,7300
A Special Day,1977,N/A,8.1/10,62/100,+ Rent or Buy,7300
Doctor Dolittle,1998,13+,5.4/10,62/100,+ Rent or Buy,7300
Shivers,1975,18+,6.4/10,62/100,+ Rent or Buy,7300
Offender,2012,N/A,6.2/10,62/100,Rent or Buy,7300
The Librarian: Quest for the Spear,2004,7+,6.3/10,62/100,+ Rent or Buy,7300
Sierra Burgess Is a Loser,2018,13+,5.8/10,62/100,,7300
Byzantium,2012,18+,6.5/10,62/100,Rent or Buy,7300
The Blob,1958,N/A,6.4/10,62/100,+ Rent or Buy,7300
Creepshow 2,1987,18+,6.1/10,62/100,+ Rent or Buy,7300
Fist of Legend,1994,18+,7.5/10,62/100,Rent or Buy,7300
Bride of Chucky,1998,18+,5.4/10,62/100,+ Rent or Buy,7300
The Last Laugh,1924,N/A,8.1/10,62/100,+ Rent or Buy,7300
The Spitfire Grill,1996,13+,7.0/10,62/100,Rent or Buy,7300
The Wrong Man,1956,N/A,7.4/10,62/100,Rent or Buy,7300
Top Five,2014,18+,6.4/10,62/100,+ Rent or Buy,7300
Pillow Talk,1959,N/A,7.4/10,62/100,Rent or Buy,7300
The Devil's Own,1997,18+,6.2/10,62/100,+ Rent or Buy,7300
iBoy,2017,N/A,6.0/10,62/100,,7300
Dearest Sister,2016,N/A,6.0/10,62/100,+ Rent or Buy,7300
Much Ado About Nothing,2012,13+,7.1/10,62/100,+ Rent or Buy,7300
Hours,2013,13+,6.4/10,62/100,+ Rent or Buy,7300
The Babysitters,2007,18+,5.6/10,62/100,+ Rent or Buy,7300
One Magic Christmas,1985,all,6.5/10,62/100,+ Rent or Buy,7300
Halloween 4: The Return of Michael Myers,1988,18+,5.9/10,62/100,+ Rent or Buy,7300
Miracle on 34th Street,1994,7+,6.5/10,62/100,+ Rent or Buy,7300
Big Jake,1971,13+,7.1/10,62/100,+ Rent or Buy,7300
A Very Murray Christmas,2015,18+,5.5/10,62/100,,7300
Oslo,2021,N/A,6.5/10,62/100,,7300
Mother's Day,2016,13+,5.7/10,62/100,Rent or Buy,7300
Alan Partridge: Alpha Papa,2013,13+,6.9/10,62/100,+ Rent or Buy,7300
Sinister 2,2015,18+,5.3/10,62/100,+ Rent or Buy,7300
Masaan,2015,13+,8.2/10,62/100,Rent or Buy,7300
The Souvenir,2019,18+,6.4/10,62/100,+ Rent or Buy,7300
Countdown,2019,16+,5.4/10,62/100,+ Rent or Buy,7300
Dark Star,1974,all,6.3/10,62/100,+ Rent or Buy,7300
Bride Wars,2009,7+,5.5/10,62/100,Rent or Buy,7300
Who Killed the Electric Car?,2006,7+,7.6/10,62/100,+ Rent or Buy,7300
Dominick Dunne: After the Party,2008,N/A,7.5/10,62/100,+ Rent or Buy,7300
Baby Boy,2001,18+,6.4/10,62/100,Rent or Buy,7300
The Bélier Family,2014,7+,7.3/10,62/100,Rent or Buy,7300
Jab Tak Hai Jaan,2012,N/A,6.7/10,62/100,+ Rent or Buy,7350
Youth in Revolt,2009,18+,6.4/10,62/100,Rent or Buy,7350
The Keeper of Lost Causes,2013,N/A,7.2/10,62/100,Rent or Buy,7350
Evil Eye,2020,N/A,4.7/10,62/100,,7350
Secret in Their Eyes,2015,13+,6.3/10,62/100,Rent or Buy,7350
Inhuman Kiss,2019,N/A,6.5/10,62/100,,7350
The Missing,2003,18+,6.5/10,62/100,+ Rent or Buy,7350
10 Rillington Place,1971,7+,7.6/10,62/100,+ Rent or Buy,7350
Police Story 3: Super Cop,1992,18+,6.9/10,62/100,Rent or Buy,7350
Guava Island,2019,18+,6.7/10,62/100,,7350
The Paperboy,2012,18+,5.8/10,62/100,+ Rent or Buy,7350
Class Action Park,2020,N/A,7.0/10,62/100,,7350
Nayattu,2021,18+,8.2/10,62/100,,7350
Paradise Lost 3: Purgatory,2011,N/A,8.1/10,62/100,+ Rent or Buy,7350
A Star Is Born,1937,N/A,7.3/10,62/100,+ Rent or Buy,7350
The Hand that Rocks the Cradle,1992,18+,6.6/10,62/100,Rent or Buy,7350
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,7+,7.8/10,62/100,,7350
Valentino: The Last Emperor,2008,13+,7.2/10,62/100,Rent or Buy,7350
Aliens vs Predator: Requiem,2007,18+,4.6/10,62/100,+ Rent or Buy,7350
Proof of Life,2000,18+,6.3/10,62/100,+ Rent or Buy,7350
Would You Rather,2012,N/A,5.7/10,62/100,Rent or Buy,7350
White Bird in a Blizzard,2014,18+,6.4/10,62/100,mons+ Rent or Buy,7350
Krull,1983,7+,6.1/10,62/100,+ Rent or Buy,7350
Fear(s) of the Dark,2008,N/A,6.7/10,62/100,Rent or Buy,7350
Six Days Seven Nights,1998,13+,5.8/10,62/100,+ Rent or Buy,7350
The Little Drummer Girl,1984,18+,6.1/10,62/100,Rent or Buy,7350
Kaithi,2019,13+,8.5/10,62/100,Rent or Buy,7350
Batman,1966,7+,6.5/10,62/100,Rent or Buy,7350
Zombie Flesh Eaters,1979,18+,6.8/10,62/100,full+ Rent or Buy,7350
Without a Paddle,2004,13+,5.9/10,62/100,+ Rent or Buy,7350
Lou,2017,all,7.8/10,62/100,+ Rent or Buy,7350
You Should Have Left,2020,18+,5.4/10,62/100,+ Rent or Buy,7350
How the West Was Won,1962,all,7.1/10,62/100,+ Rent or Buy,7350
Bean,1997,13+,6.5/10,62/100,Rent or Buy,7350
Poetic Justice,1993,18+,6.1/10,62/100,+ Rent or Buy,7350
Higher Learning,1995,18+,6.5/10,62/100,+ Rent or Buy,7350
The Black Stallion,1979,all,7.4/10,62/100,+ Rent or Buy,7350
And the Band Played On,1993,13+,7.8/10,62/100,+ Rent or Buy,7350
Chimes at Midnight,1965,N/A,7.8/10,62/100,+ Rent or Buy,7350
When Two Worlds Collide,2016,N/A,7.6/10,62/100,+ Rent or Buy,7350
TiMER,2009,18+,6.5/10,62/100,Rent or Buy,7350
Swimming with Sharks,1994,18+,7.1/10,62/100,+ Rent or Buy,7350
Pet,2016,18+,5.7/10,62/100,+ Rent or Buy,7350
Recount,2008,18+,7.4/10,62/100,+ Rent or Buy,7350
A Guy Named Joe,1943,N/A,7.0/10,62/100,Rent or Buy,7350
The Ottoman Lieutenant,2017,18+,6.5/10,62/100,+ Rent or Buy,7350
Brute Force,1947,N/A,7.6/10,62/100,+ Rent or Buy,7350
Taxi to the Dark Side,2007,18+,7.4/10,62/100,+ Rent or Buy,7350
Cam,2018,18+,5.9/10,62/100,,7350
Inferno,1980,18+,6.6/10,62/100,full+ Rent or Buy,7350
The Company of Wolves,1984,18+,6.7/10,62/100,+ Rent or Buy,7400
Katt Williams: Great America,2018,18+,6.1/10,62/100,,7400
Godmothered,2020,7+,6.1/10,62/100,,7400
And Then We Danced,2019,N/A,7.7/10,62/100,+ Rent or Buy,7400
Delhi Belly,2011,N/A,7.6/10,62/100,,7400
Tunnel,2016,13+,6.9/10,62/100,hiya+ Rent or Buy,7400
Mister Roberts,1955,N/A,7.7/10,62/100,Rent or Buy,7400
Marlowe,1969,7+,6.4/10,62/100,Rent or Buy,7400
The Enigma of Kaspar Hauser,1974,N/A,7.8/10,62/100,+ Rent or Buy,7400
Anaconda,1997,13+,4.8/10,62/100,+ Rent or Buy,7400
+1,2013,N/A,5.5/10,62/100,Rent or Buy,7400
7:19,2016,N/A,5.9/10,62/100,,7400
A Raisin in the Sun,1961,N/A,8.0/10,62/100,Rent or Buy,7400
The Fugitive,1947,N/A,6.3/10,62/100,Rent or Buy,7400
The Beaver,2011,13+,6.6/10,62/100,+ Rent or Buy,7400
Hot Summer Nights,2018,18+,6.4/10,62/100,+ Rent or Buy,7400
Transamerica,2005,18+,7.4/10,62/100,Rent or Buy,7400
The Rachel Divide,2018,18+,6.2/10,62/100,,7400
Boy A,2007,18+,7.6/10,62/100,Rent or Buy,7400
Away from Her,2007,13+,7.5/10,62/100,+ Rent or Buy,7400
Little Nemo: Adventures in Slumberland,1989,all,7.1/10,62/100,,7400
Riding in Cars with Boys,2001,13+,6.5/10,62/100,+ Rent or Buy,7400
Spartan,2004,18+,6.5/10,62/100,+ Rent or Buy,7400
Mata Hari,1931,N/A,6.6/10,62/100,+ Rent or Buy,7400
Narrow Margin,1990,18+,6.6/10,62/100,Rent or Buy,7400
The X Files: I Want to Believe,2008,13+,5.9/10,62/100,Rent or Buy,7400
Kodachrome,2017,18+,6.8/10,62/100,,7400
Black '47,2018,18+,6.9/10,62/100,+ Rent or Buy,7400
Pietà,2012,N/A,7.2/10,62/100,+ Rent or Buy,7400
Eagle vs Shark,2007,18+,6.8/10,62/100,+ Rent or Buy,7400
Punjab 1984,2014,N/A,8.4/10,62/100,+ Rent or Buy,7400
Nell,1994,13+,6.5/10,62/100,+ Rent or Buy,7400
American Me,1992,18+,7.2/10,62/100,+ Rent or Buy,7400
Drumline,2002,13+,5.9/10,62/100,+ Rent or Buy,7400
The Russian Five,2018,N/A,8.2/10,62/100,+ Rent or Buy,7400
Heart and Souls,1993,13+,7.0/10,62/100,+ Rent or Buy,7400
I Am Love,2009,18+,7.0/10,62/100,+ Rent or Buy,7400
I Vitelloni,1953,N/A,7.9/10,62/100,+ Rent or Buy,7400
Village of the Damned,1960,N/A,7.3/10,62/100,+ Rent or Buy,7400
Valley Uprising,2014,N/A,8.1/10,62/100,+ Rent or Buy,7400
21 & Over,2013,18+,5.8/10,62/100,+ Rent or Buy,7400
Eye of the Needle,1981,18+,7.1/10,62/100,+ Rent or Buy,7400
Rubber,2010,18+,5.8/10,62/100,+ Rent or Buy,7400
Zookeeper,2011,7+,5.2/10,62/100,+ Rent or Buy,7400
Summer Holiday,2008,N/A,7.1/10,62/100,Rent or Buy,7400
King of Devil's Island,2010,N/A,7.5/10,62/100,+ Rent or Buy,7400
The Smurfs 2,2013,7+,5.3/10,62/100,+ Rent or Buy,7400
The Legend Is Born: Ip Man,2010,N/A,7.1/10,62/100,Rent or Buy,7400
Monument Ave.,1998,18+,6.7/10,62/100,Rent or Buy,7400
Hondo,1953,7+,7.1/10,62/100,+ Rent or Buy,7400
Blood and Black Lace,1964,18+,7.2/10,62/100,+ Rent or Buy,7450
Mutiny on the Bounty,1962,N/A,7.2/10,62/100,+ Rent or Buy,7450
Finding Vivian Maier,2014,N/A,7.7/10,62/100,Rent or Buy,7450
The Street Fighter's Last Revenge,1974,18+,6.1/10,62/100,,7450
Mansfield Park,1999,13+,7.1/10,62/100,+ Rent or Buy,7450
The Wolf Man,1941,N/A,7.3/10,62/100,Rent or Buy,7450
