,,Title,,Year,Rating,,,Available On,,
42,,The Great Beauty,,2013,N/A,7.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
43,,Marked Woman,,1937,N/A,7.2/10,70/100,Rent or Buy,,Want To SeeSeen
44,,Downton Abbey,,2019,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
45,,The Heat,,2013,18+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
46,,Tigertail,,2020,7+,6.5/10,70/100,,,Want To SeeSeen
47,,They Drive by Night,,1940,N/A,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
48,,The Birdcage,,1996,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
49,,Police Academy,,1984,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
0,,Hipsters,,2008,N/A,7.1/10,70/100,,,Want To SeeSeen
1,,Bloodshot,,2020,13+,5.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
2,,Death Becomes Her,,1992,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
3,,The Silent Child,,2017,18+,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,The Right Stuff,,1983,7+,7.8/10,70/100,Rent or Buy,,Want To SeeSeen
5,,The Gravedancers,,2006,18+,5.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
6,,Crimson Tide,,1995,18+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
7,,Role Models,,2008,18+,6.8/10,70/100,Rent or Buy,,Want To SeeSeen
8,,Bone Tomahawk,,2015,N/A,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
9,,The Daytrippers,,1996,18+,6.9/10,70/100,,,Want To SeeSeen
10,,Frailty,,2001,18+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,Tig Notaro: Happy To Be Here,,2018,16+,6.7/10,70/100,,,Want To SeeSeen
12,,Tabloid,,2010,18+,7.0/10,70/100,Rent or Buy,,Want To SeeSeen
13,,Spy Game,,2001,16+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
14,,You're Next,,2011,18+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
15,,Little Shop of Horrors,,1986,13+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
16,,The Last Boy Scout,,1991,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
17,,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,,2013,N/A,7.8/10,70/100,Rent or Buy,,Want To SeeSeen
18,,The First Time,,2012,13+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
19,,Mission: Impossible II,,2000,13+,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
20,,The Element of Crime,,1984,N/A,6.8/10,70/100,,,Want To SeeSeen
21,,(T)ERROR,,2015,N/A,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
22,,Piglet's Big Movie,,2003,all,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
23,,Draft Day,,2014,13+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
24,,A Charlie Brown Christmas,,1965,all,8.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
25,,Indiana Jones and the Kingdom of the Crystal Skull,,2008,13+,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
26,,Excalibur,,1981,18+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
27,,Across the Universe,,2007,13+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
28,,Twilight,,2008,13+,5.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
29,,American Animals,,2018,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
30,,The Champ,,1931,7+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
31,,An Education,,2009,13+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
32,,In Search of a Midnight Kiss,,2007,N/A,7.2/10,70/100,Rent or Buy,,Want To SeeSeen
33,,Crawl,,2019,18+,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
34,,This Happy Breed,,1944,7+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
35,,Honest Thief,,2020,13+,6.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
36,,The Killing Fields,,1984,18+,7.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
37,,Bound by Honor,,1993,18+,8.0/10,70/100,Rent or Buy,,Want To SeeSeen
38,,Good Bye Lenin!,,2003,18+,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
39,,Vive L'Amour,,1995,18+,7.4/10,70/100,Rent or Buy,,Want To SeeSeen
40,,Widows,,2018,18+,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
41,,Kung Fury,,2015,18+,8.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
42,,Cold Mountain,,2003,18+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
43,,Valerian and the City of a Thousand Planets,,2017,13+,6.5/10,70/100,Rent or Buy,,Want To SeeSeen
44,,Never Let Me Go,,2010,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
45,,Capote,,2005,18+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
46,,RED 2,,2013,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
47,,Grizzly Man,,2005,18+,7.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
48,,Invasion of the Body Snatchers,,1956,N/A,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
49,,Young @ Heart,,2008,7+,7.9/10,70/100,Rent or Buy,,Want To SeeSeen
0,,The Bridges of Madison County,,1995,13+,7.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
1,,Burn,,2012,N/A,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
2,,Out of Africa,,1985,7+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
3,,American Graffiti,,1973,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,The Beach,,2000,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
5,,Lili,,1953,N/A,7.4/10,70/100,Rent or Buy,,Want To SeeSeen
6,,Scrooged,,1988,13+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
7,,The Mummy,,1959,N/A,6.7/10,70/100,Rent or Buy,,Want To SeeSeen
8,,The Life and Death of Peter Sellers,,2004,N/A,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
9,,Open Range,,2003,18+,7.4/10,70/100,Rent or Buy,,Want To SeeSeen
10,,Ma' Rosa,,2016,N/A,6.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,Zoolander,,2001,13+,6.5/10,70/100,Rent or Buy,,Want To SeeSeen
12,,The Ninth Gate,,1999,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
13,,Sixteen Candles,,1984,7+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
14,,Invasion of the Body Snatchers,,1978,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
15,,Malena,,2000,18+,7.5/10,70/100,Rent or Buy,,Want To SeeSeen
16,,The Squid and the Whale,,2005,18+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
17,,Looking for Richard,,1996,13+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
18,,Happy Feet,,2006,7+,6.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
19,,Powwow Highway,,1989,18+,7.2/10,70/100,,,Want To SeeSeen
20,,The Art of the Steal,,2010,N/A,7.6/10,70/100,Rent or Buy,,Want To SeeSeen
21,,Green for Danger,,1946,N/A,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
22,,Brimstone,,2016,18+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
23,,Cannibal! The Musical,,1993,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
24,,Populaire,,2012,18+,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
25,,Brother Bear,,2003,all,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
26,,The Last: Naruto the Movie,,2014,13+,7.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
27,,A Dog's Purpose,,2017,7+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
28,,12 Angry Men,,1997,13+,7.9/10,70/100,,,Want To SeeSeen
29,,Apollo 11,,2019,all,8.2/10,70/100,Rent or Buy,,Want To SeeSeen
30,,The Village,,2004,13+,6.5/10,70/100,Rent or Buy,,Want To SeeSeen
31,,Waiting...,,2005,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
32,,Flags of Our Fathers,,2006,18+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
33,,Ip Man 4: The Finale,,2019,16+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
34,,The Mask of Dimitrios,,1944,N/A,7.2/10,70/100,Rent or Buy,,Want To SeeSeen
35,,The Ten Commandments,,1956,all,7.9/10,70/100,Rent or Buy,,Want To SeeSeen
36,,Wild,,2014,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
37,,The Tale of the Princess Kaguya,,2013,7+,8.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
38,,Timmy Failure: Mistakes Were Made,,2020,7+,6.1/10,70/100,,,Want To SeeSeen
39,,Comedian,,2002,18+,6.9/10,70/100,,,Want To SeeSeen
40,,Ordinary People,,1980,18+,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
41,,Rebel Without a Cause,,1955,13+,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
42,,That's Entertainment! III,,1994,all,7.6/10,70/100,Rent or Buy,,Want To SeeSeen
43,,Wrong Turn,,2003,18+,6.1/10,70/100,Rent or Buy,,Want To SeeSeen
44,,Menace II Society,,1993,18+,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
45,,Anything for Her,,2008,N/A,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
46,,The Game Changers,,2019,N/A,7.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
47,,Spenser Confidential,,2020,18+,6.2/10,70/100,,,Want To SeeSeen
48,,Tootsie,,1982,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
49,,Gate of Hell,,1953,N/A,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
0,,Kuch Kuch Hota Hai,,1998,all,7.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
1,,Bringing Up Baby,,1938,N/A,7.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
2,,My Boy Jack,,2007,16+,7.1/10,70/100,,,Want To SeeSeen
3,,The Sum of All Fears,,2002,13+,6.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,Stay,,2005,18+,6.8/10,70/100,Rent or Buy,,Want To SeeSeen
5,,Heavyweights,,1995,7+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
6,,The Hate U Give,,2018,13+,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
7,,The Thirteenth Floor,,1999,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
8,,Escape Plan,,2013,18+,6.7/10,70/100,Rent or Buy,,Want To SeeSeen
9,,The One I Love,,2014,18+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
10,,Drishyam,,2015,18+,8.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,I Spit on Your Grave,,2010,18+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
12,,Lost Bullet,,2020,18+,6.2/10,70/100,,,Want To SeeSeen
13,,The Lady Vanishes,,1938,N/A,7.8/10,70/100,film+ Rent or Buy,,Want To SeeSeen
14,,Thelma,,2017,N/A,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
15,,Heroin(e),,2017,N/A,6.8/10,70/100,,,Want To SeeSeen
16,,Liberty Heights,,1999,18+,7.0/10,70/100,Rent or Buy,,Want To SeeSeen
17,,Despicable Me 3,,2017,7+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
18,,Powder,,1995,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
19,,The Naked Gun 2½: The Smell of Fear,,1991,13+,6.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
20,,Ghost World,,2001,18+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
21,,Ice Age: Continental Drift,,2012,7+,6.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
22,,"Good Night, and Good Luck.",,2005,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
23,,Bad Trip,,2020,18+,6.6/10,70/100,,,Want To SeeSeen
24,,Sleepless in Seattle,,1993,7+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
25,,Delicatessen,,1991,18+,7.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
26,,Talladega Nights: The Ballad of Ricky Bobby,,2006,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
27,,Les Visiteurs du Soir,,1942,N/A,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
28,,The Diving Bell and the Butterfly,,2007,13+,8.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
29,,Precious,,2009,16+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
30,,Safe Haven,,2013,13+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
31,,Robin Hood: Prince of Thieves,,1991,13+,6.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
32,,The Man Who Wasn't There,,2001,18+,7.5/10,70/100,Rent or Buy,,Want To SeeSeen
33,,Los Olvidados,,1950,N/A,8.3/10,70/100,,,Want To SeeSeen
34,,Whisper of the Heart,,1995,all,7.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
35,,Gas Food Lodging,,1992,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
36,,Horton Hears a Who!,,2008,all,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
37,,Let It Snow,,2019,13+,5.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
38,,Storks,,2016,7+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
39,,Heidi,,1937,all,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
40,,Scratch,,2001,18+,7.8/10,70/100,Rent or Buy,,Want To SeeSeen
41,,The Internship,,2013,13+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
42,,Marley & Me,,2008,7+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
43,,Soni,,2019,18+,7.1/10,70/100,,,Want To SeeSeen
44,,Frances Ha,,2012,18+,7.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
45,,In the Heat of the Night,,1967,13+,7.9/10,70/100,Rent or Buy,,Want To SeeSeen
46,,The Foreigner,,2017,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
47,,Date Night,,2010,13+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
48,,eXistenZ,,1999,18+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
49,,Remember Me,,2010,13+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
0,,The Cider House Rules,,1999,13+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
1,,Doctor Zhivago,,1965,13+,8.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
2,,The Wedding Singer,,1998,13+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
3,,Secretary,,2002,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,The Story of Louis Pasteur,,1936,N/A,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
5,,Holy Hell,,2016,N/A,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
6,,Smokin' Aces,,2006,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
7,,The Gods Must Be Crazy II,,1989,7+,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
8,,Sharkwater,,2006,7+,7.9/10,70/100,Rent or Buy,,Want To SeeSeen
9,,Alice Adams,,1935,7+,6.9/10,70/100,Rent or Buy,,Want To SeeSeen
10,,Game Over,,2019,13+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,The Girl Who Played with Fire,,2009,18+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
12,,Cold War,,2018,18+,7.6/10,70/100,,,Want To SeeSeen
13,,Koyaanisqatsi,,1982,N/A,8.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
14,,Le Samouraï,,1967,7+,8.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
15,,Brick,,2006,18+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
16,,Robin Hood,,2010,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
17,,Inferno,,2016,13+,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
18,,The 3 Penny Opera,,1931,N/A,7.3/10,70/100,,,Want To SeeSeen
19,,Layla M.,,2016,N/A,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
20,,The Discovery,,2017,18+,6.3/10,70/100,,,Want To SeeSeen
21,,Offside,,2006,7+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
22,,Homefront,,2013,18+,6.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
23,,Meet the Robinsons,,2007,all,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
24,,Flightplan,,2005,13+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
25,,Robot & Frank,,2012,13+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
26,,The Butcher Boy,,1998,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
27,,"Definitely, Maybe",,2008,13+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
28,,Holidate,,2020,N/A,6.1/10,70/100,,,Want To SeeSeen
29,,13 Going on 30,,2004,13+,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
30,,Trolls,,2016,7+,6.5/10,70/100,Rent or Buy,,Want To SeeSeen
31,,A Bridge Too Far,,1977,7+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
32,,Timecrimes,,2007,18+,7.2/10,70/100,mons+ Rent or Buy,,Want To SeeSeen
33,,Frida,,2002,18+,7.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
34,,The Muppets,,2011,7+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
35,,Bottle Rocket,,1996,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
36,,Enigma,,2001,18+,6.4/10,70/100,Rent or Buy,,Want To SeeSeen
37,,The Vast of Night,,2020,13+,6.7/10,70/100,,,Want To SeeSeen
38,,Transformers: Dark of the Moon,,2011,13+,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
39,,A Serious Man,,2009,18+,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
40,,Total Recall,,2012,13+,6.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
41,,The Lorax,,2012,7+,6.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
42,,The Great Journey,,2004,N/A,7.2/10,70/100,,,Want To SeeSeen
43,,Happy Death Day,,2017,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
44,,Psychokinesis,,2018,N/A,5.9/10,70/100,,,Want To SeeSeen
45,,Murder on the Orient Express,,1974,7+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
46,,Free State of Jones,,2016,18+,6.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
47,,The Taming of the Shrew,,1967,N/A,7.1/10,70/100,Rent or Buy,,Want To SeeSeen
48,,Flickering Lights,,2000,N/A,7.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
49,,This Is England,,2006,N/A,7.7/10,70/100,Rent or Buy,,Want To SeeSeen
0,,We Go On,,2016,N/A,5.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
1,,Cover Girl,,1944,N/A,6.8/10,70/100,Rent or Buy,,Want To SeeSeen
2,,Who Am I,,2014,N/A,7.5/10,70/100,,,Want To SeeSeen
3,,The Road to El Dorado,,2000,7+,6.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
4,,Vantage Point,,2008,13+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
5,,The Corpse of Anna Fritz,,2015,18+,5.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
6,,Tongues Untied,,1989,N/A,6.9/10,70/100,,,Want To SeeSeen
7,,The Little Things,,2021,18+,6.3/10,70/100,Rent or Buy,,Want To SeeSeen
8,,The Sisters Brothers,,2018,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
9,,Twin Sisters,,2002,18+,7.4/10,70/100,,,Want To SeeSeen
10,,In the Heart of the Sea,,2015,13+,6.9/10,70/100,+ Rent or Buy,,Want To SeeSeen
11,,Noelle,,2019,all,6.3/10,70/100,,,Want To SeeSeen
12,,Freddy vs. Jason,,2003,18+,5.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
13,,Anatomy of a Murder,,1959,N/A,8.0/10,70/100,Rent or Buy,,Want To SeeSeen
14,,Symbiopsychotaxiplasm: Take One,,1968,18+,7.3/10,70/100,,,Want To SeeSeen
15,,Ghostbusters II,,1989,7+,6.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
16,,Take Shelter,,2011,18+,7.4/10,70/100,Rent or Buy,,Want To SeeSeen
17,,Snow White and the Huntsman,,2012,13+,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
18,,Les Misérables,,2019,18+,7.6/10,70/100,,,Want To SeeSeen
19,,Say Anything...,,1989,13+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
20,,Goodnight Mommy,,2014,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
21,,The BFG,,2016,7+,6.4/10,70/100,+ Rent or Buy,,Want To SeeSeen
22,,Talk to Her,,2002,18+,7.9/10,70/100,Rent or Buy,,Want To SeeSeen
23,,Death Race,,2008,18+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
24,,Major League,,1989,18+,7.2/10,70/100,+ Rent or Buy,,Want To SeeSeen
25,,Get Smart,,2008,13+,6.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
26,,Mr. Brooks,,2007,18+,7.3/10,70/100,Rent or Buy,,Want To SeeSeen
27,,Penguins of Madagascar,,2014,7+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
28,,Man on the Moon,,1999,18+,7.4/10,70/100,Rent or Buy,,Want To SeeSeen
29,,Bukowski: Born into This,,2003,18+,7.9/10,70/100,Rent or Buy,,Want To SeeSeen
30,,Inherent Vice,,2014,18+,6.7/10,70/100,+ Rent or Buy,,Want To SeeSeen
31,,Buried,,2010,18+,7.0/10,70/100,+ Rent or Buy,,Want To SeeSeen
32,,No Escape,,2015,18+,6.8/10,70/100,+ Rent or Buy,,Want To SeeSeen
33,,Sausage Party,,2016,16+,6.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
34,,The Jazz Singer,,1927,N/A,6.5/10,70/100,+ Rent or Buy,,Want To SeeSeen
35,,I Live in Fear,,1955,N/A,7.3/10,70/100,,,Want To SeeSeen
36,,Lords of Dogtown,,2005,13+,7.1/10,70/100,+ Rent or Buy,,Want To SeeSeen
37,,Steel Magnolias,,1989,7+,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
38,,Martha,,1974,N/A,7.6/10,70/100,,,Want To SeeSeen
39,,The Professor and the Madman,,2019,N/A,7.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
40,,Hustlers,,2019,18+,6.3/10,70/100,+ Rent or Buy,,Want To SeeSeen
41,,Where Eagles Dare,,1968,7+,7.6/10,70/100,+ Rent or Buy,,Want To SeeSeen
42,,Mon oncle Antoine,,1971,N/A,7.5/10,70/100,,,Want To SeeSeen
43,,The Last Picture Show,,1971,18+,8.0/10,69/100,Rent or Buy,,Want To SeeSeen
44,,Winter's Bone,,2010,18+,7.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
45,,ParaNorman,,2012,7+,7.0/10,69/100,+ Rent or Buy,,Want To SeeSeen
46,,Halloween,,2018,18+,6.5/10,69/100,+ Rent or Buy,,Want To SeeSeen
47,,Savages,,2012,18+,6.5/10,69/100,+ Rent or Buy,,Want To SeeSeen
48,,Children of Heaven,,1997,7+,8.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
49,,Empire of Dreams: The Story of the Star Wars Trilogy,,2004,N/A,8.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
0,,The Salesman,,2016,13+,7.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
1,,Ivy,,2015,N/A,8.1/10,69/100,Rent or Buy,,Want To SeeSeen
2,,Monster House,,2006,7+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
3,,All Quiet on the Western Front,,1930,N/A,8.1/10,69/100,Rent or Buy,,Want To SeeSeen
4,,Amistad,,1997,18+,7.3/10,69/100,+ Rent or Buy,,Want To SeeSeen
5,,Kursk,,2018,13+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
6,,Synchronic,,2020,18+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
7,,People on Sunday,,1930,N/A,7.4/10,69/100,,,Want To SeeSeen
8,,Gertrud,,1964,N/A,7.4/10,69/100,,,Want To SeeSeen
9,,Hunter Killer,,2018,18+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
10,,"Rachel, Rachel",,1968,18+,7.3/10,69/100,Rent or Buy,,Want To SeeSeen
11,,Midnight Special,,2016,13+,6.6/10,69/100,+ Rent or Buy,,Want To SeeSeen
12,,Hot Tub Time Machine,,2010,18+,6.4/10,69/100,+ Rent or Buy,,Want To SeeSeen
13,,The Hudsucker Proxy,,1994,7+,7.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
14,,2 Guns,,2013,18+,6.7/10,69/100,Rent or Buy,,Want To SeeSeen
15,,Underworld: Evolution,,2006,18+,6.7/10,69/100,+ Rent or Buy,,Want To SeeSeen
16,,Jack Ryan: Shadow Recruit,,2014,13+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
17,,Underwater,,2020,13+,5.8/10,69/100,+ Rent or Buy,,Want To SeeSeen
18,,Win It All,,2017,18+,6.2/10,69/100,,,Want To SeeSeen
19,,Mallrats,,1995,18+,7.1/10,69/100,Rent or Buy,,Want To SeeSeen
20,,Stuck,,2007,18+,6.4/10,69/100,+ Rent or Buy,,Want To SeeSeen
21,,Suspiria,,2018,18+,6.7/10,69/100,+ Rent or Buy,,Want To SeeSeen
22,,The Lover,,1992,18+,6.9/10,69/100,+ Rent or Buy,,Want To SeeSeen
23,,The Day After,,1983,N/A,7.0/10,69/100,,,Want To SeeSeen
24,,The Normal Heart,,2014,18+,7.9/10,69/100,+ Rent or Buy,,Want To SeeSeen
25,,Reign of Fire,,2002,13+,6.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
26,,In the Line of Fire,,1993,18+,7.2/10,69/100,Rent or Buy,,Want To SeeSeen
27,,Dead Man Down,,2013,18+,6.5/10,69/100,+ Rent or Buy,,Want To SeeSeen
28,,Beaufort,,2007,N/A,6.7/10,69/100,,,Want To SeeSeen
29,,84C MoPic,,1989,18+,6.9/10,69/100,,,Want To SeeSeen
30,,Madadayo,,1993,N/A,7.3/10,69/100,,,Want To SeeSeen
31,,The Full Monty,,1997,18+,7.2/10,69/100,+ Rent or Buy,,Want To SeeSeen
32,,Death at a Funeral,,2007,18+,7.4/10,69/100,+ Rent or Buy,,Want To SeeSeen
33,,Kabhi Alvida Naa Kehna,,2006,18+,6.1/10,69/100,+ Rent or Buy,,Want To SeeSeen
