,,Title,,Year,Rating,,,Available On,,
9,,Californication,TV,2007,18+,8.3/10,82/100,+ Rent or Buy,12 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,Star Trek: Lower Decks,TV,2020,16+,7.0/10,65/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Malcolm in the Middle,TV,2000,7+,8.0/10,78/100,,149 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,American Dad!,TV,2005,16+,7.3/10,76/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,Servant,TV,2019,18+,7.5/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Smallville,TV,2001,7+,7.5/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Samurai Champloo,TV,2004,18+,8.5/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Wynonna Earp,TV,2016,16+,7.5/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,Dragon Ball Super,TV,2015,7+,8.4/10,74/100,+ Rent or Buy,98 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Teenage Mutant Ninja Turtles,TV,1987,7+,7.9/10,70/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,The Good Fight,TV,2017,16+,8.3/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,Riverdale,TV,2017,16+,6.8/10,82/100,+ Rent or Buy,15 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,The 100,TV,2014,16+,7.6/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Silicon Valley,TV,2014,18+,8.5/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,Exterminate All the Brutes,TV,2021,N/A,6.7/10,62/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,American Idol,TV,2002,7+,4.1/10,58/100,,18 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,30 Rock,TV,2006,16+,8.2/10,85/100,+ Rent or Buy,132 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,The Last Kingdom,TV,2015,18+,8.4/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Big Little Lies,TV,2017,18+,8.5/10,87/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,Death in Paradise,TV,2011,16+,7.8/10,75/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,The League,TV,2009,18+,8.2/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,The Masked Singer,TV,2019,7+,6.1/10,62/100,,65 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,Sex Education,TV,2019,18+,8.3/10,85/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Bad Girls Club,TV,2006,16+,4.7/10,61/100,+ Rent or Buy,64 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,The Restaurant,TV,2017,16+,8.2/10,67/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,Kolchak: The Night Stalker,TV,1974,7+,8.5/10,65/100,+ Rent or Buy,20 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,NewsRadio,TV,1995,7+,7.9/10,70/100,+ Rent or Buy,30 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,Celebrity Family Feud,TV,2008,7+,6.2/10,54/100,,6 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,The IT Crowd,TV,2006,16+,8.5/10,86/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,Station 19,TV,2018,16+,6.6/10,66/100,+ Rent or Buy,4 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,Ink Master,TV,2012,16+,7.4/10,65/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,Courage the Cowardly Dog,TV,1999,7+,8.2/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Bosch,TV,2014,18+,8.4/10,84/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,FBI: Most Wanted,TV,2020,16+,6.7/10,63/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Charmed,TV,2018,16+,4.6/10,63/100,+ Rent or Buy,18 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,The Addams Family,TV,1964,all,7.9/10,76/100,+ Rent or Buy,64 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,Hart of Dixie,TV,2011,7+,7.7/10,77/100,+ Rent or Buy,75 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,In Living Color,TV,1990,7+,8.1/10,65/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Three's Company,TV,1977,7+,7.5/10,68/100,,173 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,Final Space,TV,2018,16+,8.3/10,76/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,The Office,TV,2001,16+,8.5/10,84/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Henry Danger,TV,2014,all,5.7/10,64/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,Ray Donovan,TV,2013,18+,8.3/10,81/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,2 Broke Girls,TV,2011,16+,6.6/10,69/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Tacoma FD,TV,2019,16+,8.1/10,64/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,Awkwafina is Nora From Queens,TV,2020,16+,7.2/10,68/100,+ Rent or Buy,3 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,Small Axe,TV,2020,18+,7.9/10,64/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,Atlanta,TV,2016,18+,8.6/10,84/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,The Incredible Hulk,TV,1977,7+,7.0/10,66/100,+ Rent or Buy,14 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,The Terror,TV,2018,18+,8.0/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,V,TV,2009,16+,7.4/10,69/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,The Real Housewives of New Jersey,TV,2009,16+,4.0/10,54/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Black Sails,TV,2014,18+,8.2/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,90210,TV,2008,16+,6.1/10,66/100,+ Rent or Buy,115 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,Dirty John,TV,2018,18+,7.2/10,73/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,One-Punch Man,TV,2015,7+,8.8/10,83/100,+ Rent or Buy,15 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Weeds,TV,2005,18+,7.9/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Felicity,TV,1998,16+,6.8/10,60/100,+ Rent or Buy,84 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,Regular Show,TV,2010,7+,8.4/10,75/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Boardwalk Empire,TV,2010,18+,8.5/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Formula 1: Drive to Survive,TV,2019,16+,8.6/10,75/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,Taxi,TV,1978,7+,7.7/10,67/100,,9 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,The Night Manager,TV,2016,16+,8.1/10,84/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Hunter x Hunter,TV,2011,16+,9.0/10,82/100,+ Rent or Buy,151 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,21 Jump Street,TV,1987,16+,7.2/10,68/100,+ Rent or Buy,103 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,Gravity Falls,TV,2012,7+,8.9/10,88/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,Preacher,TV,2016,18+,8.0/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,The Voice,TV,2011,7+,6.5/10,65/100,,15 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,The Fresh Prince of Bel-Air,TV,1990,7+,7.9/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,The Secret of Skinwalker Ranch,TV,2020,7+,6.0/10,60/100,+ Rent or Buy,11 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,Supergirl,TV,2015,16+,6.2/10,79/100,+ Rent or Buy,12 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,The Real Housewives of Beverly Hills,TV,2010,16+,5.0/10,59/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,LEGO Masters,TV,2020,7+,7.3/10,65/100,+ Rent or Buy,10 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Dateline,TV,1992,7+,6.9/10,63/100,,285 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,Hunters,TV,2020,18+,7.2/10,72/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,The Amazing Race,TV,2001,7+,7.6/10,69/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,This is a Robbery: The World's Biggest Art Heist,TV,2021,18+,6.5/10,66/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,Virgin River,TV,2019,16+,7.5/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,The Great British Bake Off,TV,2010,7+,8.6/10,70/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,Gilmore Girls,TV,2000,16+,8.1/10,83/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,The Grinder,TV,2015,16+,7.1/10,67/100,+ Rent or Buy,21 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,"Money, Explained",TV,2021,N/A,6.9/10,63/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Spaced,TV,1999,18+,8.5/10,80/100,,14 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,The Real Housewives of New York City,TV,2008,16+,4.5/10,55/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Lethal Weapon,TV,2016,16+,7.9/10,77/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,Wolf Hall,TV,2015,16+,8.1/10,67/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,Kingdom,TV,2019,18+,8.4/10,81/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,Haven,TV,2010,16+,7.5/10,76/100,+ Rent or Buy,78 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Firefly Lane,TV,2021,18+,7.5/10,71/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,The Split,TV,2018,18+,7.7/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,Jackass,TV,2000,18+,7.3/10,66/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Everything's Gonna Be Okay,TV,2020,16+,7.3/10,73/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,Russian Doll,TV,2019,18+,7.9/10,82/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,Louie,TV,2010,18+,8.5/10,80/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Batman,TV,1966,7+,7.5/10,74/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,Das Boot,TV,2018,18+,7.4/10,69/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,The Daily Show with Trevor Noah,TV,1996,16+,8.3/10,72/100,+ Rent or Buy,19 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,Wipeout,TV,2008,7+,6.6/10,62/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,The Honeymooners,TV,1952,all,8.6/10,68/100,+ Rent or Buy,100 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,High Maintenance,TV,2016,18+,8.1/10,73/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,Ghost Stories,TV,2000,7+,7.9/10,57/100,,20 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,Boston Legal,TV,2004,16+,8.4/10,80/100,+ Rent or Buy,100 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Death Note,TV,2006,18+,9.0/10,85/100,+ Rent or Buy,37 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,Spy City,TV,2020,18+,6.9/10,56/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,Inspector Morse,TV,1987,16+,8.2/10,65/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Goosebumps,TV,1995,all,7.7/10,61/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Marvel's Ultimate Spider-Man,TV,2012,7+,7.2/10,64/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,The Nanny,TV,1993,7+,6.9/10,76/100,,14 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,Blindspot,TV,2015,16+,7.4/10,72/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,Ginny & Georgia,TV,2021,16+,7.5/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Running Wild with Bear Grylls,TV,2014,7+,7.7/10,61/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,The Great Pottery Throw Down,TV,2015,N/A,8.5/10,62/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,Good Eats,TV,1999,all,8.9/10,66/100,+ Rent or Buy,17 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Friday Night Lights,TV,2006,7+,8.6/10,84/100,+ Rent or Buy,75 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,Family Matters,TV,1989,all,6.6/10,63/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,Steven Universe,TV,2013,7+,8.2/10,73/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,Wild Wild Country,TV,2018,16+,8.2/10,78/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,Rizzoli & Isles,TV,2010,16+,7.6/10,69/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Nikita,TV,2010,16+,7.6/10,77/100,+ Rent or Buy,73 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,The Neighbor,TV,2019,18+,6.5/10,59/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,That Time I Got Reincarnated as a Slime,TV,2018,16+,8.1/10,68/100,+ Rent or Buy,26 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,Botched,TV,2014,16+,6.8/10,56/100,+ Rent or Buy,103 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,The Haunting of Hill House,TV,2018,18+,8.6/10,81/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,Dead to Me,TV,2019,18+,8.0/10,82/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,Love Life,TV,2020,18+,7.5/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,Vera,TV,2011,7+,7.9/10,67/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,Dollhouse,TV,2009,16+,7.7/10,79/100,+ Rent or Buy,26 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,Naked and Afraid XL,TV,2015,16+,7.4/10,62/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,Bluey,TV,2018,all,9.7/10,72/100,+ Rent or Buy,12 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,CSI: NY,TV,2004,16+,6.9/10,68/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,Happy Endings,TV,2011,16+,7.7/10,78/100,+ Rent or Buy,22 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,A Black Lady Sketch Show,TV,2019,18+,7.2/10,68/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Infinity Train,TV,2019,7+,8.5/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,VICE News Tonight,TV,2016,16+,8.2/10,49/100,,10 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Foyle's War,TV,2002,16+,8.4/10,68/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,Whose Line Is It Anyway?,TV,1998,16+,8.5/10,75/100,+ Rent or Buy,406 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,Power,TV,2014,18+,8.1/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,Hanna,TV,2019,18+,7.5/10,77/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,The Mighty Ducks: Game Changers,TV,2021,7+,7.6/10,68/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,Life in Pieces,TV,2015,16+,8.0/10,67/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,Jeopardy!,TV,1984,all,8.2/10,67/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Merlin,TV,2008,7+,7.9/10,77/100,+ Rent or Buy,65 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,The Magicians,TV,2015,16+,7.6/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,Wayne,TV,2019,18+,8.4/10,80/100,,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,Wings,TV,1990,7+,7.2/10,63/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,Little House on the Prairie,TV,1974,all,7.4/10,66/100,+ Rent or Buy,198 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,Cops,TV,1989,18+,7.0/10,63/100,+ Rent or Buy,142 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,The Politician,TV,2019,16+,7.5/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,The Gifted,TV,2017,16+,7.3/10,76/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,Conan,TV,2010,16+,8.1/10,66/100,+ Rent or Buy,2 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,"Love, Victor",TV,2020,16+,8.1/10,76/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,Keeping Faith,TV,2017,7+,7.1/10,63/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Mad About You,TV,1992,16+,6.7/10,64/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,Blue Bloods,TV,2010,16+,7.6/10,81/100,+ Rent or Buy,6 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,Transformers: War for Cybertron,TV,2020,7+,7.4/10,69/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Siesta Key,TV,2017,18+,4.5/10,54/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
15,,Outer Banks,TV,2020,18+,7.6/10,76/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
16,,Digimon Adventure,TV,1999,7+,7.3/10,67/100,+ Rent or Buy,99 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
17,,Teen Wolf,TV,2011,16+,7.6/10,85/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
18,,The Equalizer,TV,1985,N/A,7.8/10,67/100,,88 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
19,,Buck Rogers in the 25th Century,TV,1979,7+,6.9/10,63/100,,14 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
20,,The New Adventures of Old Christine,TV,2006,7+,7.1/10,70/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
21,,Planet Earth II,TV,2016,all,9.5/10,85/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
22,,Bewitched,TV,1964,all,7.5/10,71/100,+ Rent or Buy,72 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
23,,Miami Vice,TV,1984,16+,7.5/10,68/100,+ Rent or Buy,111 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
24,,American Crime Story,TV,2016,18+,8.4/10,86/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
25,,Barry,TV,2018,18+,8.3/10,84/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
26,,Love,TV,2016,18+,7.7/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
27,,Ziwe,TV,2021,18+,5.7/10,56/100,,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
28,,The Mist,TV,2017,16+,5.4/10,65/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
29,,All Rise,TV,2019,7+,6.6/10,65/100,+ Rent or Buy,5 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
30,,Fantasy Island,TV,1977,all,6.5/10,65/100,,147 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
31,,The Flight Attendant,TV,2020,18+,7.1/10,79/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
32,,The Following,TV,2013,16+,7.4/10,76/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
33,,Ghosts,TV,2019,N/A,8.1/10,73/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
34,,Eureka,TV,2006,16+,7.9/10,81/100,+ Rent or Buy,77 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
35,,The Exorcist,TV,2016,16+,8.0/10,76/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
36,,True Blood,TV,2008,18+,7.8/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
37,,Are You Afraid of the Dark?,TV,1992,7+,8.2/10,64/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
38,,The Ren & Stimpy Show,TV,1991,7+,7.5/10,66/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
39,,V,TV,1983,16+,7.9/10,70/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
40,,Leah Remini: Scientology and the Aftermath,TV,2016,16+,9.0/10,69/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
41,,Night Gallery,TV,1970,7+,8.0/10,68/100,,26 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
42,,Planet Earth,TV,2006,all,9.4/10,78/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
43,,Lupin the Third,TV,1971,16+,7.9/10,61/100,,337 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
44,,The Kids in the Hall,TV,1989,16+,8.3/10,65/100,Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
45,,St. Elsewhere,TV,1982,7+,7.9/10,62/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
46,,"Beverly Hills, 90210",TV,1990,16+,6.4/10,68/100,+ Rent or Buy,137 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
47,,Scooby-Doo! Mystery Incorporated,TV,2010,7+,8.0/10,67/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
48,,PEN15,TV,2019,18+,8.0/10,74/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
49,,Sharp Objects,TV,2018,18+,8.1/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
0,,Mr. Mayor,TV,2021,7+,6.3/10,63/100,+ Rent or Buy,9 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
1,,Dracula,TV,2020,18+,6.8/10,72/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
2,,JoJo's Bizarre Adventure,TV,2012,18+,8.4/10,73/100,+ Rent or Buy,154 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
3,,RuPaul's Drag Race UK,TV,2019,16+,8.4/10,71/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
4,,Burn Notice,TV,2007,7+,7.9/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
5,,ER,TV,1994,16+,7.7/10,72/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
6,,The Stranger,TV,2020,18+,7.3/10,77/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
7,,Tales from the Loop,TV,2020,18+,7.5/10,73/100,,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
8,,Murdoch Mysteries,TV,2008,7+,8.1/10,71/100,+ Rent or Buy,53 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
9,,Alex Rider,TV,2020,16+,7.6/10,68/100,,8 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
10,,Elementary,TV,2012,16+,7.9/10,82/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
11,,Ascension,TV,2014,18+,7.2/10,71/100,+ Rent or Buy,1 Free Episodes,TrackHave You Seen?AllSomeNoneCancel
12,,Unforgotten,TV,2018,18+,8.3/10,72/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
13,,iZombie,TV,2015,16+,7.8/10,80/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
14,,Brockmire,TV,2017,18+,8.0/10,74/100,+ Rent or Buy,No Free Episodes,TrackHave You Seen?AllSomeNoneCancel
